task_id,task_category,type,url,seen_in_history,model,agent_type,task_description
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/team-1tb-mp44-m-2-nvme-gen4-ssd-m-2-2280-pcie4-r-w-7400-6500-mb-s-heat-dissipating-graphene-label,No,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Webmall_Best_Fit_Vague,additional,"based on my comprehensive search across all four webshops, i've found the ssds with the highest available data read speeds. here are all the offers for ssds with the highest read speeds, ranked by performance:

## **highest read speed ssds available (7400 mb/s)**

**1. team mp44 1tb - 7400 mb/s read speed**
- available at e-store athletes: €109.99
- available at hardware cafe: €99.99
- features: pcie gen4, heat dissipating graphene label, 5-year warranty

**2. adata xpg gammix s70 blade 512gb - 7400 mb/s read speed**
- available at camelcases: €89.99
- features: pcie 4.0, ps5 compatible, no heatsink

## **second highest read speed ssds (7300 mb/s)**

**3. seagate firecuda 530 2tb - 7300 mb/s read speed**
- available at camelcases: €249.99
- features: pcie 4.0, ekwb heatsink, ps5 compatible, 1000k iops

## **third highest read speed ssds (7000 mb/s)**

**4. kingston kc3000 2tb - 7000 mb/s read speed**
- available at camelcases: €199.99
- features: pcie4, aluminium heatspreader, 1m iops

**5. kingston kc3000 4tb - 7000 mb/s read speed**
- available at camelcases: €399.99
- features: pcie4, aluminium heatspreader, 1m iops

**6. corsair mp600 pro nh 2tb - 7000 mb/s read speed**
- available at camelcases: €199.99
- features: pcie4, 3d tlc nand, 1.2m iops

**7. corsair mp600 pro nh 8tb - 7000 mb/s read speed**
- available at camelcases: €299.99
- features: pcie4, 3d tlc nand, 1.2m iops

the **team mp44 1tb** offers the absolute highest read speed at 7400 mb/s and is available at the best price (€99.99) from hardware cafe.

[""https://webmall-1.informatik.uni-mannheim.de/product/team-1tb-mp44-m-2-nvme-gen4-ssd-m-2-2280-pcie4-r-w-7400-6500-mb-s-heat-dissipating-graphene-label/"", ""https://webmall-4.informatik.uni-mannheim.de/product/team-1tb-mp44-m-2-nvme-gen4-ssd-m-2-2280-pcie4-r-w-7400-6500-mb-s-heat-dissipating-graphene-label/"", ""https://webmall-3.informatik.uni-mannheim.de/product/adata-512gb-xpg-gammix-s70-blade-m-2-nvme-ssd-m-2-2280-pcie-4-0-3d-nand-r-w-7400-2600-mb-s-425k-510k-iops-ps5-compatible-no-heatsink/"", ""https://webmall-3.informatik.uni-mannheim.de/product/seagate-2tb-firecuda-530-m-2-nvme-ssd-w-ekwb-heatsink-m-2-2280-pcie-4-0-tlc-3d-nand-r-w-7300-6900-mb-s-1000k-1000k-iops-ps5-compatible/"", ""https://webmall-3.informatik.uni-mannheim.de/product/kingston-2tb-kc3000-m-2-nvme-ssd-m-2-",No,Sonnet,RAG,\nFind all offers for SSDs with the highest available data read speed across all shops.\n
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/adata-se880-1tb-pocket-size-external-ssd-usb-3-2-gen2-type-c-type-a-blue,Yes,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/adata-se880-2tb-pocket-size-external-ssd-usb-3-2-gen2-type-c-type-a-titanium-grey,Yes,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/adata-se880-4tb-pocket-size-external-ssd-usb-3-2-gen2-type-c-type-a-blue,Yes,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/adata-se880-4tb-pocket-size-external-ssd-usb-3-2-gen2-type-c-type-a-titanium-grey,Yes,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Webmall_Best_Fit_Vague,additional,https://webmall-2.informatik.uni-mannheim.de/product/crucial-x9-2tb-type-c-portable-ssd,Yes,GPT-4.1,RAG,\nFind all offers for SSDs with the highest available data read speed across all shops.\n
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-2.informatik.uni-mannheim.de/product/sandisk-e81-extreme-pro-portable-ssd-v2,Yes,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/corsair-2tb-mp600-pro-nh-m-2-nvme-ssd-m-2-2280-pcie4-3d-tlc-nand-r-w-7000-5700-mb-s-1-2m-1-0m-iops,Yes,Sonnet,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/corsair-2tb-mp600-pro-xt-m-2-nvme-ssd-m-2-2280-pcie4-3d-tlc-nand-r-w-7100-6800-mb-s-1m-1-2m-iops-aluminium-heatspreader,Yes,Sonnet,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/corsair-8tb-mp600-pro-nh-m-2-nvme-ssd-m-2-2280-pcie4-3d-tlc-nand-r-w-7000-6100-mb-s-1-2m-950k-iops,Yes,Sonnet,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/kingston-1tb-nv2-m-2-nvme-ssd-m-2-2280-pcie4-r-w-3500-2100-mb-s,Yes,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/kingston-2tb-kc3000-m-2-nvme-ssd-m-2-2280-pcie4-3d-tlc-nand-r-w-7000-7000-mb-s-1m-1m-iops-aluminium-heatspreader,Yes,Sonnet,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/kingston-4tb-kc3000-m-2-nvme-ssd-m-2-2280-pcie4-3d-tlc-nand-r-w-7000-7000-mb-s-1m-1m-iops-aluminium-heatspreader,Yes,Sonnet,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/crucial-x10-pro-usb-3-2-gen-2-portable-ssd-2tb,Yes,GPT-4.1,MCP,<task>\nFind all offers for SSDs with the highest available data read speed across all shops.\n</task>
Webmall_Best_Fit_Vague_Task3,Webmall_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/samsung-t7-portable-ssd-2tb-indigo-blue,Yes,GPT-4.1,RAG,\nFind all offers for SSDs with the highest available data read speed across all shops.\n
Webmall_Best_Fit_Vague_Task3,Webmall_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/samsung-t7-shield-portable-ssd-2tb,Yes,GPT-4.1,RAG,\nFind all offers for SSDs with the highest available data read speed across all shops.\n
Webmall_Best_Fit_Vague_Task3,Webmall_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/samsung-t7-touch-portable-1tb-ssd,Yes,GPT-4.1,RAG,\nFind all offers for SSDs with the highest available data read speed across all shops.\n
Webmall_Best_Fit_Vague_Task3,Webmall_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/samsung-t7-touch-portable-1tb-ssd-2,Yes,GPT-4.1,RAG,\nFind all offers for SSDs with the highest available data read speed across all shops.\n
Webmall_Best_Fit_Vague_Task3,Webmall_Best_Fit_Vague,additional,https://webmall-4.informatik.uni-mannheim.de/product/samsung-t7-touch-portable-ssd-2tb,Yes,GPT-4.1,RAG,\nFind all offers for SSDs with the highest available data read speed across all shops.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-5600mhz-pc5-44800-cl40-1-25v-xmp-3-0-pmic-dimm-memory-black,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-1.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-6200mhz-pc5-49600-cl36-1-4v-xmp-3-0-pmic-dimm-memory,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/corsair-dominator-platinum-rgb-32gb-kit-2-x-16gb-ddr5-6200mhz-pc5-49600-cl36-1-3v-xmp-3-0-pmic-dimm-memory,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/corsair-dominator-platinum-rgb-32gb-kit-2-x-16gb-ddr5-6200mhz-pc5-49600-cl36-1-4v-xmp-3-0-pmic-dimm-memory,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-5600mhz-pc5-44800-cl36-1-25v-xmp-3-0-pmic-dimm-memory,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-pc5-48000-cl36-1-25v-xmp-3-0-pmic-dimm-memory-white,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-64gb-kit-4-x-16gb-ddr5-5600mhz-pc5-44800-cl36-1-25v-xmp-3-0-pmic-dimm-memory,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/kingston-fury-beast-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-pc5-48000-cl36-1-35v-ecc-xmp-3-0-pmic-amd-expo-dimm-memory,No,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/kingston-fury-beast-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-pc5-48000-cl36-1-35v-ecc-xmp-3-0-pmic-amd-expo-dimm-memory,No,Sonnet,NLWeb,<task>\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n</task>
Webmall_Best_Fit_Vague_Task4,Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/kingston-fury-beast-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-pc5-48000-cl36-1-35v-ecc-xmp-3-0-pmic-amd-expo-dimm-memory,No,GPT-4.1,MCP,<task>\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n</task>
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/adata-xpg-lancer-blade-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-cl30-1-35v-ecc-pmic-xmp-3-0-amd-expo-dimm-memory,Yes,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task4,Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/adata-xpg-lancer-blade-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-cl30-1-35v-ecc-pmic-xmp-3-0-amd-expo-dimm-memory,No,GPT-4.1,MCP,<task>\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n</task>
Webmall_Best_Fit_Vague_Task4,Best_Fit_Vague,missed,https://webmall-4.informatik.uni-mannheim.de/product/adata-xpg-lancer-blade-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-cl30-1-35v-ecc-pmic-xmp-3-0-amd-expo-dimm-memory,No,Sonnet,MCP,<task>\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n</task>
Webmall_Best_Fit_Vague_Task4,Webmall_Best_Fit_Vague,additional,"based on my search, i found several excellent ddr5 ram options that match your colorful led gaming aesthetic requirements. here are all the ddr5 rgb ram offers i found:

**premium rgb ddr5 options:**

1. **corsair dominator platinum rgb 32gb kit (2x16gb) ddr5-6200** - €199.99
   - features customizable rgb lighting with premium build quality
   - high-speed 6200mhz with cl36 latency

2. **corsair vengeance rgb 32gb kit (2x16gb) ddr5-6200** - €159.99
   - dynamic, individually addressable ten-zone rgb lighting
   - optimized for intel motherboards with xmp 3.0 support

3. **corsair vengeance rgb 32gb kit (2x16gb) ddr5-6000 white** - €149.99
   - white heatspreaders with rgb lighting for clean aesthetic builds
   - 6000mhz speed with cl36 latency

4. **corsair vengeance rgb 32gb kit (2x16gb) ddr5-5600** - €149.99
   - ten-zone rgb lighting with corsair icue software control
   - reliable 5600mhz performance

5. **corsair vengeance rgb 32gb kit (2x16gb) ddr5-5600 black** - €159.99
   - black heatspreaders with colorful rgb lighting
   - cl40 latency with stable overclocking support

6. **corsair vengeance rgb 64gb kit (4x16gb) ddr5-5600** - €299.99
   - high-capacity option with dynamic ten-zone rgb lighting
   - perfect for content creation and heavy gaming

7. **adata xpg lancer blade rgb 32gb kit (2x16gb) ddr5-6000** - €129.99
   - low-profile heatsink design with customizable rgb effects
   - supports both intel xmp 3.0 and amd expo

all of these options feature vibrant, customizable rgb lighting that will perfectly complement a colorful led gaming setup. the corsair options use their icue software for synchronized lighting effects, while the adata kit offers excellent value with robust rgb customization.

[""https://webmall-3.informatik.uni-mannheim.de/product/corsair-dominator-platinum-rgb-32gb-kit-2-x-16gb-ddr5-6200mhz-pc5-49600-cl36-1-4v-xmp-3-0-pmic-dimm-memory/"", ""https://webmall-1.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-6200mhz-pc5-49600-cl36-1-4v-xmp-3-0-pmic-dimm-memory/"", ""https://webmall-3.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-6000mhz-pc5-48000-cl36-1-25v-xmp-3-0-pmic-dimm-memory-white/"", ""https://webmall-3.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-5600mhz-pc5-44800-cl36-1-25v-xmp-3-0-pmic-dimm-memory/"", ""https://webmall-1.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-32gb-kit-2-x-16gb-ddr5-5600mhz-pc5-44800-cl40-1-25v-xmp-3-0-pmic-dimm-memory-black/"", ""https://webmall-3.informatik.uni-mannheim.de/product/corsair-vengeance-rgb-64gb-kit-4-x-16gb-ddr5-5600mhz-",No,Sonnet,RAG,\nFind all offers for DDR5 RAM that match a colorful LED gaming aesthetic.\n
Webmall_Best_Fit_Vague_Task5,Webmall_Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/asus-prime-a520m-a-ii-csm-corporate-stable-model-amd-a520-am4-micro-atx-4-ddr4-vga-hdmi-dp-m-2,No,GPT-4.1,RAG,\nFind all offers for ASUS PRIME motherboards with AMD sockets older than AM5.\n
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/pny-rtx4000-sff-ada-lovelace-professional-graphics-card-20gb-ddr6-4-minidp-dp-adapter-6144-cuda-cores-dual-slot-low-profile-retail,No,GPT-4.1,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,missed,https://webmall-3.informatik.uni-mannheim.de/product/pny-rtx4000-sff-ada-lovelace-professional-graphics-card-20gb-ddr6-4-minidp-dp-adapter-6144-cuda-cores-dual-slot-low-profile-retail,No,Sonnet,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/nvidia-asus-geforce-rtx-4080-republic-of-gamers-strix-graphics-card,Yes,Sonnet,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/nvidia-asus-geforce-rtx-4080-republic-of-gamers-strix-oc-graphics-card,Yes,Sonnet,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-1.informatik.uni-mannheim.de/product/nvidia-rtx-a4000-16gb-ampere-graphics-card-900-5g190-2500-000,Yes,Sonnet,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-2.informatik.uni-mannheim.de/product/leadtek-quadro-gp100-work-station-graphic-pcie-16gb-hbm2-5h-4x-dp-1x-dvi-d-dual-slot-1x-fan-atx,No,Sonnet,NLWeb,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-2.informatik.uni-mannheim.de/product/zotac-gaming-geforce-rtx-4080-16gb-amp-extreme-airo-zt-d40810b-10p,No,Sonnet,NLWeb,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-2.informatik.uni-mannheim.de/product/zotac-gaming-geforce-rtx-4080-16gb-amp-extreme-airo-zt-d40810b-10p,Yes,GPT-4.1,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-2.informatik.uni-mannheim.de/product/zotac-gaming-geforce-rtx-4080-16gb-amp-extreme-airo-zt-d40810b-10p,Yes,Sonnet,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/palit-rtx4070-ti-super-gamingpro-oc-16gb-ddr6x-hdmi-3-dp-2610mhz-clock-rgb-lighting-overclocked,No,Sonnet,NLWeb,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
Webmall_Best_Fit_Vague_Task6,Best_Fit_Vague,additional,https://webmall-3.informatik.uni-mannheim.de/product/palit-rtx4080-super-jetstream-oc-,No,Sonnet,MCP,<task>\nFind an offer for a GPU with more than 16GB of VRAM that is suitable for training and running large language models on a local workstation computer.\n</task>
